Detector,Time,qPKW
81077V72158_1,74850,1
81077V72158_2,74850,1
81077V72158_3,74850,1
04211V1677432_1,74860,1
04211V1677432_2,74860,1
04300V72813_1,74860,1
16219V72812_2,74860,2
21801V72158_2,74860,1
27372V72852_1,74860,2
27372V72852_2,74860,1
81077V72158_1,74860,1
04211V1677432_1,74870,1
04300V72813_3,74870,1
16219V72812_1,74870,1
16219V72812_2,74870,3
16219V72812_4,74870,1
81077V72158_1,74870,1
81077V72158_3,74870,1
04211V1677432_2,74880,1
04300V72813_1,74880,1
10236V72161_1,74880,1
16219V72812_1,74880,2
16219V72812_2,74880,1
27372V72852_2,74880,1
81077V72158_1,74880,1
88356V72157_1,74880,1
04211V1677432_2,74890,1
04300V72813_1,74890,1
10236V72161_1,74890,1
16219V72812_1,74890,2
16219V72812_2,74890,1
81077V72158_1,74890,1
81077V72158_2,74890,1
81077V72158_3,74890,1
88356V72157_1,74890,2
04300V72813_3,74900,1
16219V72812_1,74900,1
27372V72852_1,74900,1
27372V72852_2,74900,1
88356V72157_1,74900,1
10236V72161_4,74910,1
16219V72812_1,74910,3
16219V72812_2,74910,1
27372V72852_2,74910,1
81077V72158_1,74910,1
81077V72158_3,74910,1
04211V1677432_2,74920,1
10236V72161_1,74920,1
16219V72812_1,74920,3
16219V72812_2,74920,1
81077V72158_1,74920,1
81077V72158_2,74920,1
81077V72158_3,74920,1
88356V72157_1,74920,1
16219V72812_1,74930,6
16219V72812_2,74930,1
16219V72812_4,74930,1
81077V72158_1,74930,1
81077V72158_2,74930,1
04211V1677432_1,74940,1
04211V1677432_2,74940,1
10236V72161_4,74940,1
16219V72812_1,74940,2
16219V72812_2,74940,1
21801V72158_1,74940,1
21801V72158_2,74940,1
27372V72852_2,74940,1
81077V72158_4,74940,2
88356V72157_1,74940,1
04211V1677432_1,74950,1
04211V1677432_2,74950,1
04300V72813_1,74950,1
16219V72812_1,74950,3
16219V72812_2,74950,1
21801V72158_1,74950,2
21801V72158_2,74950,1
27372V72852_1,74950,1
81077V72158_1,74950,1
81077V72158_3,74950,1
81077V72158_4,74950,1
04300V72813_1,74960,2
16219V72812_2,74960,1
21801V72158_1,74960,1
27372V72852_2,74960,1
81077V72158_1,74960,1
04211V1677432_1,74970,1
04300V72813_1,74970,1
16219V72812_2,74970,1
21801V72158_1,74970,1
21801V72158_2,74970,1
27372V72852_1,74970,2
81077V72158_1,74970,1
81077V72158_3,74970,1
88356V72157_1,74970,1
04211V1677432_1,74980,1
04300V72813_1,74980,1
10236V72161_1,74980,1
10236V72161_3,74980,1
16219V72812_1,74980,2
16219V72812_2,74980,1
21801V72158_1,74980,1
21801V72158_2,74980,2
27372V72852_1,74980,2
27372V72852_2,74980,1
81077V72158_1,74980,1
81077V72158_2,74980,1
81077V72158_3,74980,1
88356V72157_6,74980,1
16219V72812_1,74990,1
21801V72158_2,74990,2
27372V72852_1,74990,1
81077V72158_1,74990,1
81077V72158_2,74990,1
04211V1677432_1,75000,2
04211V1677432_2,75000,1
16219V72812_1,75000,2
16219V72812_2,75000,1
21801V72158_2,75000,1
27372V72852_1,75000,1
81077V72158_1,75000,1
81077V72158_3,75000,1
10236V72161_1,75010,1
10236V72161_2,75010,1
16219V72812_1,75010,2
21801V72158_2,75010,1
81077V72158_1,75010,1
81077V72158_2,75010,2
81077V72158_4,75010,1
88356V72157_1,75010,1
88356V72157_6,75010,1
04211V1677432_1,75020,1
04211V1677432_2,75020,1
04300V72813_1,75020,1
04300V72813_3,75020,1
10236V72161_1,75020,1
21801V72158_1,75020,1
21801V72158_2,75020,1
27372V72852_1,75020,2
81077V72158_1,75020,1
81077V72158_2,75020,1
04211V1677432_2,75030,1
04300V72813_1,75030,1
04300V72813_3,75030,1
10236V72161_3,75030,1
10236V72161_4,75030,1
16219V72812_1,75030,2
16219V72812_3,75030,1
81077V72158_1,75030,1
81077V72158_2,75030,2
81077V72158_3,75030,1
81077V72158_4,75030,1
88356V72157_1,75030,1
04211V1677432_2,75040,1
10236V72161_3,75040,1
16219V72812_1,75040,1
81077V72158_1,75040,1
81077V72158_2,75040,2
04211V1677432_2,75050,1
10236V72161_4,75050,1
16219V72812_1,75050,1
16219V72812_3,75050,1
27372V72852_2,75050,2
81077V72158_2,75050,2
81077V72158_3,75050,1
81077V72158_4,75050,1
04211V1677432_1,75060,1
04211V1677432_2,75060,1
16219V72812_1,75060,1
81077V72158_1,75060,1
81077V72158_3,75060,1
04211V1677432_1,75070,1
04211V1677432_2,75070,2
04300V72813_1,75070,2
16219V72812_2,75070,2
21801V72158_1,75070,1
21801V72158_2,75070,1
27372V72852_1,75070,1
81077V72158_1,75070,1
81077V72158_3,75070,1
81077V72158_4,75070,1
04211V1677432_1,75080,1
04211V1677432_2,75080,1
04300V72813_1,75080,1
16219V72812_1,75080,2
16219V72812_2,75080,4
16219V72812_4,75080,1
21801V72158_1,75080,1
27372V72852_2,75080,1
81077V72158_1,75080,1
88356V72157_6,75080,1
04211V1677432_1,75090,1
04211V1677432_2,75090,1
04300V72813_1,75090,2
16219V72812_1,75090,2
16219V72812_2,75090,1
21801V72158_2,75090,1
27372V72852_2,75090,1
81077V72158_1,75090,1
88356V72157_1,75090,1
04211V1677432_2,75100,2
04300V72813_1,75100,1
16219V72812_1,75100,4
16219V72812_2,75100,1
21801V72158_1,75100,1
21801V72158_2,75100,1
27372V72852_1,75100,2
27372V72852_2,75100,1
81077V72158_1,75100,1
81077V72158_3,75100,1
04211V1677432_1,75110,1
04211V1677432_2,75110,1
04300V72813_3,75110,1
16219V72812_1,75110,1
16219V72812_2,75110,1
21801V72158_1,75110,1
27372V72852_1,75110,1
27372V72852_2,75110,1
81077V72158_2,75110,1
04211V1677432_1,75120,1
16219V72812_1,75120,1
16219V72812_2,75120,1
81077V72158_1,75120,1
81077V72158_2,75120,2
88356V72157_1,75120,1
16219V72812_1,75130,1
21801V72158_2,75130,1
27372V72852_1,75130,2
27372V72852_2,75130,1
81077V72158_1,75130,1
81077V72158_2,75130,2
81077V72158_3,75130,1
88356V72157_2,75130,1
04211V1677432_2,75140,1
10236V72161_4,75140,1
16219V72812_1,75140,2
21801V72158_2,75140,1
27372V72852_1,75140,1
27372V72852_2,75140,1
81077V72158_1,75140,1
81077V72158_3,75140,1
81077V72158_4,75140,1
88356V72157_1,75140,1
04211V1677432_2,75150,1
04300V72813_3,75150,1
10236V72161_3,75150,1
16219V72812_1,75150,1
21801V72158_2,75150,1
81077V72158_3,75150,1
04211V1677432_1,75160,1
04300V72813_1,75160,2
10236V72161_2,75160,1
16219V72812_1,75160,1
81077V72158_1,75160,2
81077V72158_2,75160,1
81077V72158_3,75160,1
04300V72813_1,75170,1
16219V72812_1,75170,1
16219V72812_2,75170,1
21801V72158_1,75170,1
21801V72158_2,75170,1
81077V72158_1,75170,3
81077V72158_2,75170,1
81077V72158_3,75170,2
81077V72158_4,75170,1
04211V1677432_1,75180,1
16219V72812_1,75180,2
21801V72158_2,75180,1
27372V72852_1,75180,1
81077V72158_1,75180,2
81077V72158_2,75180,2
81077V72158_3,75180,1
88356V72157_6,75180,1
04211V1677432_2,75190,1
04300V72813_1,75190,1
10236V72161_2,75190,1
10236V72161_4,75190,1
16219V72812_1,75190,1
16219V72812_2,75190,1
81077V72158_1,75190,2
81077V72158_2,75190,1
81077V72158_3,75190,1
88356V72157_1,75190,1
04211V1677432_1,75200,1
04211V1677432_2,75200,1
04300V72813_1,75200,2
16219V72812_1,75200,3
16219V72812_3,75200,1
21801V72158_1,75200,1
27372V72852_2,75200,1
88356V72157_6,75200,1
04300V72813_1,75210,1
16219V72812_1,75210,1
16219V72812_2,75210,1
21801V72158_1,75210,1
27372V72852_1,75210,1
27372V72852_2,75210,1
81077V72158_1,75210,1
10236V72161_4,75220,1
16219V72812_1,75220,3
16219V72812_2,75220,2
27372V72852_1,75220,1
27372V72852_2,75220,2
81077V72158_1,75220,2
81077V72158_2,75220,1
81077V72158_4,75220,2
04211V1677432_1,75230,2
04300V72813_3,75230,1
16219V72812_1,75230,2
16219V72812_2,75230,3
81077V72158_1,75230,2
04211V1677432_1,75240,1
04211V1677432_2,75240,1
04300V72813_1,75240,1
16219V72812_1,75240,2
16219V72812_2,75240,4
21801V72158_1,75240,1
21801V72158_2,75240,2
27372V72852_1,75240,1
81077V72158_1,75240,2
04300V72813_1,75250,2
16219V72812_1,75250,4
16219V72812_2,75250,2
16219V72812_4,75250,2
21801V72158_2,75250,1
27372V72852_1,75250,1
81077V72158_1,75250,1
81077V72158_2,75250,1
81077V72158_4,75250,1
10236V72161_2,75260,1
16219V72812_1,75260,4
16219V72812_2,75260,1
16219V72812_4,75260,1
21801V72158_2,75260,1
27372V72852_2,75260,3
81077V72158_2,75260,1
81077V72158_3,75260,1
04211V1677432_1,75270,1
04300V72813_1,75270,1
10236V72161_3,75270,1
16219V72812_1,75270,3
16219V72812_2,75270,2
16219V72812_4,75270,1
21801V72158_2,75270,1
27372V72852_2,75270,1
81077V72158_2,75270,1
81077V72158_3,75270,2
04211V1677432_2,75280,1
16219V72812_1,75280,1
16219V72812_2,75280,2
16219V72812_4,75280,2
21801V72158_2,75280,2
27372V72852_1,75280,2
27372V72852_2,75280,1
81077V72158_1,75280,1
81077V72158_2,75280,2
81077V72158_3,75280,2
04211V1677432_1,75290,1
04211V1677432_2,75290,1
16219V72812_1,75290,1
16219V72812_2,75290,1
16219V72812_4,75290,1
27372V72852_1,75290,1
81077V72158_1,75290,1
04211V1677432_1,75300,1
04211V1677432_2,75300,1
04300V72813_1,75300,1
10236V72161_2,75300,1
16219V72812_1,75300,2
16219V72812_2,75300,1
21801V72158_2,75300,1
81077V72158_1,75300,1
04211V1677432_1,75310,1
04211V1677432_2,75310,1
04300V72813_3,75310,1
10236V72161_2,75310,2
16219V72812_1,75310,2
16219V72812_2,75310,1
21801V72158_2,75310,2
27372V72852_1,75310,1
27372V72852_2,75310,1
81077V72158_2,75310,1
81077V72158_3,75310,1
04211V1677432_2,75320,1
10236V72161_1,75320,1
16219V72812_1,75320,2
16219V72812_3,75320,1
21801V72158_1,75320,1
21801V72158_2,75320,2
27372V72852_1,75320,1
81077V72158_1,75320,1
81077V72158_3,75320,1
88356V72157_6,75320,1
04211V1677432_2,75330,1
04300V72813_1,75330,1
10236V72161_2,75330,1
16219V72812_1,75330,2
21801V72158_1,75330,1
27372V72852_1,75330,1
27372V72852_2,75330,1
81077V72158_3,75330,2
04211V1677432_2,75340,1
04300V72813_1,75340,1
10236V72161_4,75340,1
16219V72812_1,75340,1
16219V72812_2,75340,2
21801V72158_1,75340,1
21801V72158_2,75340,1
81077V72158_3,75340,1
04300V72813_1,75350,2
04300V72813_3,75350,1
16219V72812_1,75350,1
16219V72812_2,75350,2
21801V72158_2,75350,2
81077V72158_2,75350,1
04300V72813_1,75360,2
16219V72812_1,75360,1
21801V72158_2,75360,1
81077V72158_1,75360,1
81077V72158_3,75360,1
88356V72157_1,75360,1
04211V1677432_2,75370,1
16219V72812_1,75370,1
16219V72812_2,75370,1
21801V72158_2,75370,1
27372V72852_2,75370,1
81077V72158_1,75370,1
81077V72158_3,75370,1
81077V72158_4,75370,1
04211V1677432_2,75380,2
10236V72161_2,75380,1
16219V72812_1,75380,1
16219V72812_4,75380,1
21801V72158_1,75380,1
21801V72158_2,75380,2
27372V72852_2,75380,1
81077V72158_1,75380,1
81077V72158_3,75380,1
81077V72158_4,75380,1
04211V1677432_2,75390,1
04300V72813_1,75390,1
16219V72812_1,75390,2
16219V72812_2,75390,1
21801V72158_2,75390,2
27372V72852_2,75390,2
81077V72158_1,75390,1
81077V72158_4,75390,1
04300V72813_1,75400,1
16219V72812_1,75400,3
21801V72158_1,75400,1
21801V72158_2,75400,1
27372V72852_2,75400,1
81077V72158_2,75400,1
81077V72158_4,75400,1
04300V72813_1,75410,1
10236V72161_3,75410,1
16219V72812_1,75410,3
16219V72812_2,75410,1
16219V72812_3,75410,1
21801V72158_2,75410,1
27372V72852_1,75410,2
27372V72852_2,75410,1
81077V72158_1,75410,1
81077V72158_2,75410,1
81077V72158_3,75410,1
04211V1677432_2,75420,1
04300V72813_1,75420,2
16219V72812_1,75420,6
16219V72812_3,75420,1
21801V72158_2,75420,1
81077V72158_1,75420,1
81077V72158_3,75420,1
81077V72158_4,75420,1
88356V72157_6,75420,1
04300V72813_1,75430,1
16219V72812_1,75430,3
16219V72812_2,75430,1
21801V72158_2,75430,1
27372V72852_1,75430,2
27372V72852_2,75430,1
81077V72158_1,75430,1
81077V72158_2,75430,1
81077V72158_4,75430,1
88356V72157_1,75430,1
16219V72812_1,75440,1
16219V72812_2,75440,1
16219V72812_4,75440,1
21801V72158_2,75440,1
81077V72158_1,75440,1
81077V72158_2,75440,2
81077V72158_3,75440,1
04211V1677432_2,75450,2
16219V72812_1,75450,1
16219V72812_3,75450,1
16219V72812_4,75450,1
81077V72158_2,75450,2
81077V72158_4,75450,1
04211V1677432_2,75460,2
16219V72812_1,75460,2
81077V72158_1,75460,1
81077V72158_3,75460,1
81077V72158_4,75460,1
04211V1677432_2,75470,2
04300V72813_1,75470,1
16219V72812_1,75470,1
16219V72812_2,75470,1
81077V72158_3,75470,1
81077V72158_4,75470,1
04211V1677432_2,75480,1
04300V72813_1,75480,1
10236V72161_4,75480,1
16219V72812_1,75480,1
16219V72812_2,75480,1
16219V72812_3,75480,1
21801V72158_2,75480,1
27372V72852_1,75480,1
81077V72158_3,75480,1
16219V72812_1,75490,1
16219V72812_2,75490,2
16219V72812_3,75490,1
21801V72158_2,75490,1
27372V72852_1,75490,2
81077V72158_1,75490,1
88356V72157_1,75490,1
10236V72161_3,75500,1
16219V72812_2,75500,1
21801V72158_2,75500,1
27372V72852_2,75500,1
81077V72158_2,75500,1
88356V72157_1,75500,1
88356V72157_6,75500,1
04211V1677432_1,75510,2
04211V1677432_2,75510,1
16219V72812_1,75510,1
16219V72812_2,75510,1
21801V72158_2,75510,1
27372V72852_2,75510,1
81077V72158_1,75510,1
81077V72158_2,75510,2
81077V72158_3,75510,1
81077V72158_4,75510,1
88356V72157_1,75510,1
04211V1677432_1,75520,1
04211V1677432_2,75520,1
16219V72812_1,75520,3
16219V72812_2,75520,2
21801V72158_1,75520,1
21801V72158_2,75520,2
27372V72852_1,75520,1
81077V72158_1,75520,1
81077V72158_3,75520,1
88356V72157_6,75520,1
04211V1677432_1,75530,2
04211V1677432_2,75530,1
10236V72161_1,75530,1
16219V72812_1,75530,3
16219V72812_2,75530,2
21801V72158_1,75530,1
21801V72158_2,75530,1
27372V72852_2,75530,1
81077V72158_3,75530,2
88356V72157_6,75530,1
16219V72812_1,75540,1
16219V72812_2,75540,2
21801V72158_1,75540,2
27372V72852_1,75540,1
81077V72158_1,75540,1
81077V72158_2,75540,1
81077V72158_4,75540,1
04211V1677432_2,75550,1
04300V72813_1,75550,1
21801V72158_1,75550,1
27372V72852_1,75550,1
04211V1677432_2,75560,1
04300V72813_1,75560,1
16219V72812_3,75560,1
21801V72158_1,75560,4
27372V72852_1,75560,1
81077V72158_1,75560,1
81077V72158_2,75560,1
81077V72158_4,75560,1
04211V1677432_2,75570,1
04300V72813_1,75570,1
16219V72812_1,75570,2
16219V72812_2,75570,2
16219V72812_3,75570,1
21801V72158_1,75570,1
27372V72852_1,75570,1
81077V72158_1,75570,1
81077V72158_2,75570,1
81077V72158_3,75570,1
04211V1677432_1,75580,1
04211V1677432_2,75580,1
04300V72813_1,75580,2
10236V72161_1,75580,1
16219V72812_1,75580,1
16219V72812_2,75580,3
81077V72158_1,75580,1
81077V72158_2,75580,2
88356V72157_1,75580,1
88356V72157_6,75580,1
04211V1677432_2,75590,2
04300V72813_1,75590,1
10236V72161_1,75590,1
16219V72812_1,75590,1
16219V72812_2,75590,1
16219V72812_3,75590,1
16219V72812_4,75590,1
27372V72852_1,75590,1
81077V72158_2,75590,1
81077V72158_3,75590,1
04211V1677432_1,75600,1
04300V72813_1,75600,1
10236V72161_1,75600,1
16219V72812_1,75600,1
16219V72812_2,75600,1
27372V72852_1,75600,1
81077V72158_1,75600,1
81077V72158_3,75600,1
04300V72813_1,75610,1
10236V72161_1,75610,1
16219V72812_1,75610,2
16219V72812_2,75610,1
16219V72812_4,75610,1
81077V72158_3,75610,1
04211V1677432_1,75620,1
04300V72813_1,75620,1
04300V72813_3,75620,1
10236V72161_3,75620,1
16219V72812_1,75620,3
16219V72812_2,75620,1
27372V72852_1,75620,1
81077V72158_1,75620,1
81077V72158_2,75620,1
81077V72158_3,75620,2
04300V72813_1,75630,2
16219V72812_1,75630,2
16219V72812_2,75630,1
16219V72812_3,75630,1
27372V72852_1,75630,1
81077V72158_1,75630,1
81077V72158_3,75630,1
81077V72158_4,75630,1
04300V72813_1,75640,1
16219V72812_1,75640,2
81077V72158_1,75640,1
81077V72158_3,75640,2
04211V1677432_2,75650,1
04300V72813_1,75650,1
10236V72161_4,75650,1
16219V72812_1,75650,3
81077V72158_2,75650,1
81077V72158_3,75650,1
88356V72157_1,75650,1
04211V1677432_1,75660,1
04211V1677432_2,75660,1
04300V72813_1,75660,1
16219V72812_1,75660,2
16219V72812_2,75660,2
16219V72812_4,75660,1
27372V72852_1,75660,1
81077V72158_1,75660,1
81077V72158_2,75660,1
81077V72158_3,75660,1
04211V1677432_1,75670,1
10236V72161_4,75670,1
16219V72812_1,75670,1
16219V72812_2,75670,2
21801V72158_1,75670,1
27372V72852_1,75670,2
27372V72852_2,75670,1
81077V72158_1,75670,1
81077V72158_2,75670,1
88356V72157_1,75670,1
88356V72157_6,75670,1
10236V72161_1,75680,1
16219V72812_1,75680,2
16219V72812_2,75680,1
21801V72158_1,75680,2
27372V72852_2,75680,1
81077V72158_1,75680,1
81077V72158_2,75680,1
04300V72813_1,75690,1
16219V72812_1,75690,2
21801V72158_1,75690,1
21801V72158_2,75690,1
27372V72852_2,75690,3
81077V72158_3,75690,1
04300V72813_1,75700,1
16219V72812_1,75700,1
16219V72812_2,75700,1
16219V72812_4,75700,1
21801V72158_1,75700,1
21801V72158_2,75700,2
27372V72852_2,75700,1
81077V72158_1,75700,1
81077V72158_4,75700,1
04300V72813_1,75710,1
10236V72161_1,75710,1
10236V72161_3,75710,1
21801V72158_1,75710,1
21801V72158_2,75710,1
81077V72158_1,75710,1
81077V72158_3,75710,1
88356V72157_6,75710,1
04211V1677432_2,75720,1
04300V72813_1,75720,1
10236V72161_3,75720,1
16219V72812_2,75720,2
81077V72158_1,75720,1
81077V72158_2,75720,1
81077V72158_3,75720,1
88356V72157_1,75720,1
04211V1677432_2,75730,1
16219V72812_1,75730,1
16219V72812_3,75730,1
21801V72158_1,75730,1
27372V72852_1,75730,1
81077V72158_1,75730,1
81077V72158_2,75730,1
16219V72812_1,75740,3
21801V72158_1,75740,2
21801V72158_2,75740,1
04211V1677432_1,75750,1
04211V1677432_2,75750,1
04300V72813_3,75750,1
10236V72161_1,75750,1
16219V72812_1,75750,2
21801V72158_1,75750,2
21801V72158_2,75750,1
27372V72852_1,75750,1
81077V72158_1,75750,1
88356V72157_6,75750,1
04211V1677432_1,75760,1
16219V72812_1,75760,2
16219V72812_2,75760,1
16219V72812_3,75760,1
21801V72158_1,75760,1
81077V72158_3,75760,1
81077V72158_4,75760,1
88356V72157_6,75760,1
04211V1677432_2,75770,1
16219V72812_1,75770,3
21801V72158_1,75770,1
21801V72158_2,75770,1
88356V72157_6,75770,1
04211V1677432_2,75780,1
10236V72161_3,75780,1
16219V72812_1,75780,2
16219V72812_2,75780,2
16219V72812_3,75780,1
21801V72158_1,75780,1
21801V72158_2,75780,2
27372V72852_1,75780,2
81077V72158_3,75780,1
81077V72158_4,75780,1
88356V72157_6,75780,1
04211V1677432_1,75790,1
04300V72813_1,75790,1
16219V72812_1,75790,3
16219V72812_2,75790,2
21801V72158_2,75790,2
81077V72158_1,75790,1
04300V72813_1,75800,1
04300V72813_3,75800,1
16219V72812_1,75800,1
16219V72812_2,75800,2
21801V72158_1,75800,1
21801V72158_2,75800,1
81077V72158_1,75800,1
81077V72158_2,75800,2
81077V72158_3,75800,1
10236V72161_1,75810,1
10236V72161_2,75810,1
16219V72812_1,75810,2
16219V72812_2,75810,2
27372V72852_2,75810,1
81077V72158_1,75810,1
81077V72158_2,75810,2
81077V72158_3,75810,1
88356V72157_1,75810,1
88356V72157_6,75810,1
04211V1677432_2,75820,1
04300V72813_1,75820,1
16219V72812_1,75820,1
16219V72812_2,75820,4
21801V72158_2,75820,1
27372V72852_2,75820,2
81077V72158_1,75820,1
81077V72158_4,75820,1
04300V72813_1,75830,1
16219V72812_1,75830,2
16219V72812_2,75830,2
21801V72158_2,75830,1
27372V72852_2,75830,1
81077V72158_2,75830,1
04211V1677432_1,75840,1
04300V72813_1,75840,1
10236V72161_2,75840,1
16219V72812_1,75840,1
16219V72812_2,75840,2
21801V72158_1,75840,2
21801V72158_2,75840,1
27372V72852_1,75840,1
81077V72158_1,75840,1
81077V72158_2,75840,1
04211V1677432_1,75850,2
04300V72813_1,75850,1
10236V72161_2,75850,1
16219V72812_1,75850,1
16219V72812_2,75850,1
21801V72158_1,75850,2
27372V72852_1,75850,1
81077V72158_4,75850,1
04211V1677432_2,75860,1
16219V72812_1,75860,2
16219V72812_2,75860,2
21801V72158_1,75860,2
27372V72852_1,75860,1
81077V72158_1,75860,1
81077V72158_2,75860,1
04211V1677432_1,75870,1
04211V1677432_2,75870,1
04300V72813_3,75870,1
16219V72812_1,75870,2
16219V72812_2,75870,2
21801V72158_1,75870,1
27372V72852_1,75870,1
81077V72158_1,75870,1
88356V72157_6,75870,1
04211V1677432_2,75880,1
10236V72161_3,75880,1
16219V72812_1,75880,2
16219V72812_2,75880,1
16219V72812_3,75880,1
16219V72812_4,75880,1
21801V72158_1,75880,1
21801V72158_2,75880,1
27372V72852_1,75880,1
81077V72158_1,75880,1
81077V72158_2,75880,1
81077V72158_3,75880,1
04211V1677432_2,75890,1
10236V72161_2,75890,1
16219V72812_2,75890,1
21801V72158_1,75890,1
21801V72158_2,75890,1
27372V72852_1,75890,1
27372V72852_2,75890,1
81077V72158_2,75890,1
81077V72158_3,75890,1
88356V72157_1,75890,1
04211V1677432_1,75900,1
04300V72813_1,75900,1
10236V72161_1,75900,1
16219V72812_1,75900,1
21801V72158_1,75900,1
21801V72158_2,75900,1
27372V72852_1,75900,1
81077V72158_1,75900,1
88356V72157_6,75900,2
04211V1677432_1,75910,2
04300V72813_1,75910,3
21801V72158_2,75910,1
27372V72852_1,75910,1
81077V72158_1,75910,1
81077V72158_2,75910,1
04211V1677432_1,75920,1
04211V1677432_2,75920,2
04300V72813_1,75920,1
16219V72812_4,75920,1
21801V72158_2,75920,1
27372V72852_1,75920,2
81077V72158_1,75920,1
81077V72158_2,75920,1
88356V72157_1,75920,1
10236V72161_1,75930,1
10236V72161_3,75930,1
16219V72812_1,75930,1
16219V72812_2,75930,2
21801V72158_1,75930,2
21801V72158_2,75930,1
27372V72852_1,75930,2
81077V72158_1,75930,1
88356V72157_6,75930,1
04211V1677432_1,75940,1
16219V72812_2,75940,1
21801V72158_2,75940,1
81077V72158_1,75940,1
81077V72158_2,75940,2
81077V72158_3,75940,1
81077V72158_4,75940,1
10236V72161_1,75950,1
16219V72812_1,75950,1
16219V72812_2,75950,2
27372V72852_1,75950,1
27372V72852_2,75950,1
81077V72158_1,75950,1
81077V72158_3,75950,2
04211V1677432_1,75960,1
04300V72813_1,75960,1
10236V72161_1,75960,2
16219V72812_1,75960,1
16219V72812_2,75960,1
27372V72852_1,75960,1
27372V72852_2,75960,1
81077V72158_2,75960,1
81077V72158_3,75960,1
88356V72157_6,75960,1
04211V1677432_1,75970,1
04300V72813_1,75970,1
10236V72161_1,75970,1
16219V72812_1,75970,1
16219V72812_2,75970,2
21801V72158_2,75970,1
88356V72157_1,75970,1
04300V72813_1,75980,1
10236V72161_3,75980,1
10236V72161_4,75980,1
16219V72812_1,75980,7
16219V72812_2,75980,1
16219V72812_3,75980,1
21801V72158_1,75980,1
21801V72158_2,75980,2
81077V72158_1,75980,2
81077V72158_2,75980,1
81077V72158_4,75980,1
88356V72157_6,75980,1
04300V72813_1,75990,2
10236V72161_2,75990,1
16219V72812_1,75990,3
16219V72812_3,75990,1
21801V72158_2,75990,1
27372V72852_2,75990,2
81077V72158_1,75990,1
88356V72157_1,75990,1
88356V72157_6,75990,1
04211V1677432_1,76000,1
04300V72813_1,76000,1
10236V72161_2,76000,1
16219V72812_1,76000,4
16219V72812_3,76000,1
21801V72158_1,76000,1
27372V72852_1,76000,1
81077V72158_1,76000,2
88356V72157_1,76000,1
88356V72157_6,76000,1
04211V1677432_1,76010,2
04211V1677432_2,76010,1
04300V72813_1,76010,1
10236V72161_2,76010,1
10236V72161_4,76010,1
16219V72812_1,76010,2
16219V72812_2,76010,3
21801V72158_1,76010,3
21801V72158_2,76010,1
81077V72158_1,76010,1
81077V72158_3,76010,1
88356V72157_6,76010,2
04300V72813_1,76020,1
16219V72812_1,76020,3
16219V72812_2,76020,2
21801V72158_1,76020,1
27372V72852_1,76020,1
27372V72852_2,76020,1
81077V72158_1,76020,1
81077V72158_2,76020,1
04211V1677432_2,76030,1
04300V72813_1,76030,1
16219V72812_1,76030,2
16219V72812_2,76030,2
16219V72812_3,76030,2
16219V72812_4,76030,1
21801V72158_1,76030,1
27372V72852_1,76030,1
81077V72158_1,76030,1
81077V72158_2,76030,1
88356V72157_1,76030,1
04211V1677432_2,76040,1
04300V72813_3,76040,1
16219V72812_2,76040,1
21801V72158_1,76040,1
21801V72158_2,76040,1
27372V72852_1,76040,1
27372V72852_2,76040,1
81077V72158_1,76040,1
10236V72161_4,76050,1
21801V72158_1,76050,2
81077V72158_2,76050,1
88356V72157_6,76050,1
04300V72813_1,76060,1
16219V72812_1,76060,2
16219V72812_2,76060,1
21801V72158_1,76060,1
27372V72852_1,76060,1
27372V72852_2,76060,1
81077V72158_2,76060,1
88356V72157_4,76060,1
04300V72813_1,76070,1
16219V72812_1,76070,3
16219V72812_2,76070,1
21801V72158_1,76070,1
21801V72158_2,76070,2
81077V72158_1,76070,1
81077V72158_2,76070,1
88356V72157_1,76070,1
04211V1677432_2,76080,1
04300V72813_1,76080,1
10236V72161_3,76080,1
16219V72812_1,76080,1
21801V72158_1,76080,1
27372V72852_2,76080,1
81077V72158_1,76080,1
81077V72158_3,76080,1
04211V1677432_1,76090,1
16219V72812_1,76090,2
16219V72812_2,76090,1
21801V72158_1,76090,1
21801V72158_2,76090,1
27372V72852_1,76090,1
27372V72852_2,76090,1
81077V72158_1,76090,1
81077V72158_2,76090,1
16219V72812_2,76100,1
21801V72158_2,76100,1
81077V72158_1,76100,1
81077V72158_2,76100,1
81077V72158_4,76100,1
16219V72812_1,76110,2
16219V72812_2,76110,1
27372V72852_1,76110,1
81077V72158_1,76110,1
81077V72158_2,76110,1
04211V1677432_1,76120,1
04300V72813_1,76120,1
16219V72812_1,76120,4
16219V72812_2,76120,3
27372V72852_2,76120,1
81077V72158_1,76120,1
81077V72158_2,76120,1
16219V72812_1,76130,1
16219V72812_2,76130,2
16219V72812_3,76130,1
21801V72158_2,76130,3
81077V72158_1,76130,2
88356V72157_1,76130,1
04211V1677432_2,76140,1
04300V72813_1,76140,1
16219V72812_1,76140,3
16219V72812_2,76140,2
21801V72158_2,76140,2
81077V72158_1,76140,1
81077V72158_2,76140,1
88356V72157_1,76140,1
88356V72157_6,76140,1
04211V1677432_2,76150,1
16219V72812_1,76150,2
16219V72812_2,76150,2
21801V72158_2,76150,2
27372V72852_1,76150,1
27372V72852_2,76150,1
81077V72158_1,76150,2
04211V1677432_2,76160,1
10236V72161_2,76160,1
10236V72161_4,76160,1
16219V72812_1,76160,1
16219V72812_2,76160,1
21801V72158_1,76160,1
